index,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Day
13664,Bengaluru,2014-04-17,Signature,Bills,Male,209592, India,April,Thursday
13665,Bengaluru,2014-04-13,Signature,Food,Female,117364, India,April,Sunday
13666,Delhi,2015-05-04,Gold,Food,Male,288921, India,May,Monday
13667,Greater Mumbai,2014-08-16,Platinum,Grocery,Female,275325, India,August,Saturday
13668,Ahmedabad,2013-12-20,Signature,Entertainment,Female,63105, India,December,Friday
13669,Ahmedabad,2013-10-13,Silver,Entertainment,Female,100961, India,October,Sunday
13670,Bengaluru,2014-12-31,Platinum,Bills,Male,216751, India,December,Wednesday
13671,Greater Mumbai,2014-04-28,Platinum,Entertainment,Male,179301, India,April,Monday
13672,Ahmedabad,2015-01-26,Signature,Entertainment,Male,1931, India,January,Monday
13673,Delhi,2015-03-23,Gold,Grocery,Male,43932, India,March,Monday
13674,Ahmedabad,2014-11-21,Silver,Entertainment,Male,94721, India,November,Friday
13675,Ahmedabad,2014-07-06,Silver,Grocery,Male,77202, India,July,Sunday
13676,Delhi,2013-10-31,Platinum,Bills,Male,77410, India,October,Thursday
13677,Ahmedabad,2014-01-22,Gold,Fuel,Male,224235, India,January,Wednesday
13678,Greater Mumbai,2013-12-19,Signature,Fuel,Female,255295, India,December,Thursday
13679,Bengaluru,2014-02-14,Signature,Fuel,Male,64506, India,February,Friday
13680,Greater Mumbai,2015-02-09,Signature,Food,Female,275196, India,February,Monday
13681,Delhi,2014-09-04,Platinum,Fuel,Male,291386, India,September,Thursday
13682,Delhi,2013-12-24,Gold,Food,Female,138511, India,December,Tuesday
13683,Bengaluru,2015-02-08,Silver,Grocery,Female,261524, India,February,Sunday
13684,Ahmedabad,2014-01-28,Platinum,Bills,Male,2568, India,January,Tuesday
13685,Ahmedabad,2015-05-08,Silver,Entertainment,Female,141927, India,May,Friday
13686,Bengaluru,2015-01-20,Gold,Bills,Female,65659, India,January,Tuesday
13687,Bengaluru,2013-10-29,Gold,Bills,Male,282107, India,October,Tuesday
13688,Bengaluru,2014-07-22,Gold,Entertainment,Male,101893, India,July,Tuesday
13689,Delhi,2014-01-18,Signature,Grocery,Male,267490, India,January,Saturday
13690,Bengaluru,2014-04-21,Gold,Food,Female,197055, India,April,Monday
13691,Delhi,2015-05-15,Platinum,Food,Male,171081, India,May,Friday
13692,Greater Mumbai,2013-12-03,Platinum,Fuel,Female,240695, India,December,Tuesday
13693,Bengaluru,2014-07-20,Gold,Bills,Male,105523, India,July,Sunday
13694,Bengaluru,2014-12-29,Silver,Bills,Female,34019, India,December,Monday
13695,Ahmedabad,2014-11-09,Signature,Fuel,Male,165722, India,November,Sunday
13696,Bengaluru,2014-09-12,Gold,Fuel,Male,242542, India,September,Friday
13697,Ahmedabad,2013-10-14,Gold,Food,Female,47708, India,October,Monday
13698,Delhi,2014-08-22,Silver,Entertainment,Male,56175, India,August,Friday
13699,Delhi,2015-04-20,Signature,Fuel,Female,174300, India,April,Monday
13700,Greater Mumbai,2014-05-19,Silver,Food,Male,17031, India,May,Monday
13701,Delhi,2013-12-13,Gold,Grocery,Male,176592, India,December,Friday
13702,Delhi,2015-01-13,Gold,Fuel,Female,184474, India,January,Tuesday
13703,Ahmedabad,2013-10-20,Platinum,Grocery,Male,178894, India,October,Sunday
13704,Bengaluru,2014-04-12,Gold,Bills,Male,39237, India,April,Saturday
13705,Ahmedabad,2014-03-02,Signature,Food,Male,81265, India,March,Sunday
13706,Bengaluru,2014-03-03,Gold,Entertainment,Male,179392, India,March,Monday
13707,Greater Mumbai,2014-12-05,Signature,Grocery,Female,26314, India,December,Friday
13708,Delhi,2014-08-25,Platinum,Food,Male,135605, India,August,Monday
13709,Greater Mumbai,2013-12-13,Silver,Entertainment,Female,58636, India,December,Friday
13710,Delhi,2014-12-06,Silver,Fuel,Male,279391, India,December,Saturday
13711,Bengaluru,2014-07-15,Platinum,Grocery,Male,150837, India,July,Tuesday
13712,Bengaluru,2014-04-17,Platinum,Fuel,Male,5316, India,April,Thursday
13713,Ahmedabad,2014-02-17,Signature,Food,Male,26872, India,February,Monday
13714,Ahmedabad,2014-01-12,Gold,Fuel,Male,246848, India,January,Sunday
13715,Ahmedabad,2014-06-14,Signature,Entertainment,Male,107163, India,June,Saturday
13716,Bengaluru,2014-04-06,Platinum,Entertainment,Male,207523, India,April,Sunday
13717,Bengaluru,2014-08-14,Gold,Fuel,Female,103688, India,August,Thursday
13718,Delhi,2014-11-11,Platinum,Entertainment,Male,299140, India,November,Tuesday
13719,Bengaluru,2013-11-30,Silver,Fuel,Male,168065, India,November,Saturday
13720,Greater Mumbai,2014-12-20,Silver,Fuel,Female,139184, India,December,Saturday
13721,Greater Mumbai,2015-02-28,Platinum,Fuel,Female,139301, India,February,Saturday
13722,Delhi,2015-03-06,Signature,Food,Male,179861, India,March,Friday
13723,Ahmedabad,2015-02-24,Platinum,Grocery,Female,122103, India,February,Tuesday
13724,Ahmedabad,2013-12-02,Silver,Bills,Male,256416, India,December,Monday
13725,Ahmedabad,2014-09-22,Platinum,Bills,Male,168209, India,September,Monday
13726,Greater Mumbai,2014-11-29,Gold,Food,Female,5061, India,November,Saturday
13727,Ahmedabad,2014-11-05,Signature,Fuel,Male,116125, India,November,Wednesday
13728,Bengaluru,2015-04-24,Signature,Fuel,Male,127805, India,April,Friday
13729,Ahmedabad,2013-11-13,Signature,Bills,Female,110331, India,November,Wednesday
13730,Delhi,2014-01-29,Silver,Bills,Female,199318, India,January,Wednesday
13731,Greater Mumbai,2014-03-26,Silver,Food,Female,126447, India,March,Wednesday
13732,Greater Mumbai,2015-03-13,Platinum,Food,Male,280207, India,March,Friday
13733,Delhi,2015-04-14,Platinum,Fuel,Female,134094, India,April,Tuesday
13734,Greater Mumbai,2014-09-04,Platinum,Grocery,Female,96453, India,September,Thursday
13735,Delhi,2014-08-12,Signature,Fuel,Female,115427, India,August,Tuesday
13736,Greater Mumbai,2013-10-18,Signature,Fuel,Male,14477, India,October,Friday
13737,Greater Mumbai,2014-05-20,Gold,Entertainment,Female,60684, India,May,Tuesday
13738,Bengaluru,2013-12-30,Signature,Fuel,Female,201638, India,December,Monday
13739,Ahmedabad,2014-12-10,Gold,Entertainment,Male,262938, India,December,Wednesday
13740,Ahmedabad,2015-01-27,Signature,Fuel,Female,65223, India,January,Tuesday
13741,Ahmedabad,2013-12-22,Gold,Food,Male,188812, India,December,Sunday
13742,Greater Mumbai,2014-12-01,Gold,Entertainment,Male,252934, India,December,Monday
13743,Delhi,2013-10-10,Platinum,Food,Male,3092, India,October,Thursday
13744,Ahmedabad,2014-06-28,Silver,Bills,Male,278704, India,June,Saturday
13745,Delhi,2015-02-24,Silver,Grocery,Female,165213, India,February,Tuesday
13746,Ahmedabad,2014-02-18,Signature,Fuel,Male,118906, India,February,Tuesday
13747,Greater Mumbai,2013-11-21,Signature,Bills,Male,285394, India,November,Thursday
13748,Bengaluru,2015-04-22,Signature,Bills,Female,198546, India,April,Wednesday
13749,Delhi,2015-03-07,Signature,Fuel,Female,1420, India,March,Saturday
13750,Delhi,2015-03-02,Signature,Fuel,Female,152113, India,March,Monday
13751,Delhi,2013-12-19,Platinum,Bills,Male,31603, India,December,Thursday
13752,Delhi,2014-08-15,Silver,Food,Female,113888, India,August,Friday
13753,Greater Mumbai,2014-01-20,Gold,Grocery,Male,97239, India,January,Monday
13754,Delhi,2014-07-02,Signature,Food,Male,222544, India,July,Wednesday
13755,Ahmedabad,2015-02-08,Signature,Grocery,Male,57002, India,February,Sunday
13756,Delhi,2015-05-21,Gold,Food,Female,49813, India,May,Thursday
13757,Ahmedabad,2015-01-11,Signature,Entertainment,Male,217196, India,January,Sunday
13758,Delhi,2014-11-28,Platinum,Food,Female,57202, India,November,Friday
13759,Delhi,2013-11-20,Gold,Grocery,Female,107664, India,November,Wednesday
13760,Ahmedabad,2014-04-04,Gold,Bills,Male,113278, India,April,Friday
13761,Delhi,2014-06-19,Signature,Bills,Male,18316, India,June,Thursday
13762,Ahmedabad,2015-04-27,Platinum,Entertainment,Female,207868, India,April,Monday
13763,Delhi,2014-10-03,Platinum,Entertainment,Female,41888, India,October,Friday
13764,Delhi,2014-11-27,Gold,Grocery,Female,46808, India,November,Thursday
13765,Greater Mumbai,2013-11-04,Platinum,Grocery,Female,106503, India,November,Monday
13766,Bengaluru,2014-08-18,Signature,Fuel,Male,14794, India,August,Monday
13767,Bengaluru,2014-10-11,Platinum,Grocery,Female,3831, India,October,Saturday
13768,Greater Mumbai,2015-04-23,Platinum,Grocery,Male,261016, India,April,Thursday
13769,Ahmedabad,2014-06-20,Silver,Grocery,Female,126017, India,June,Friday
13770,Bengaluru,2014-10-24,Platinum,Food,Male,191839, India,October,Friday
13771,Delhi,2014-10-30,Platinum,Entertainment,Male,267318, India,October,Thursday
13772,Bengaluru,2015-04-13,Gold,Bills,Female,146766, India,April,Monday
13773,Greater Mumbai,2013-10-20,Silver,Entertainment,Female,267667, India,October,Sunday
13774,Ahmedabad,2014-03-18,Silver,Food,Male,59968, India,March,Tuesday
13775,Ahmedabad,2014-07-04,Silver,Grocery,Female,287571, India,July,Friday
13776,Greater Mumbai,2015-02-13,Silver,Entertainment,Male,3379, India,February,Friday
13777,Greater Mumbai,2014-07-18,Silver,Bills,Male,263210, India,July,Friday
13778,Bengaluru,2015-02-25,Gold,Fuel,Male,204523, India,February,Wednesday
13779,Bengaluru,2014-11-13,Gold,Bills,Female,63162, India,November,Thursday
13780,Greater Mumbai,2013-11-02,Silver,Bills,Female,34470, India,November,Saturday
13781,Bengaluru,2014-09-23,Silver,Entertainment,Female,170061, India,September,Tuesday
13782,Delhi,2013-10-15,Platinum,Bills,Male,189793, India,October,Tuesday
13783,Greater Mumbai,2014-08-18,Gold,Entertainment,Female,195345, India,August,Monday
13784,Bengaluru,2013-11-20,Platinum,Fuel,Male,141315, India,November,Wednesday
13785,Greater Mumbai,2014-11-30,Signature,Grocery,Male,215661, India,November,Sunday
13786,Greater Mumbai,2014-03-21,Signature,Bills,Male,49169, India,March,Friday
13787,Ahmedabad,2014-02-12,Signature,Food,Male,9013, India,February,Wednesday
13788,Delhi,2014-10-28,Platinum,Bills,Male,149894, India,October,Tuesday
13789,Delhi,2014-03-03,Signature,Food,Male,159063, India,March,Monday
13790,Ahmedabad,2014-05-31,Gold,Grocery,Female,186241, India,May,Saturday
13791,Bengaluru,2013-11-25,Platinum,Fuel,Male,175084, India,November,Monday
13792,Bengaluru,2014-08-22,Gold,Bills,Male,24821, India,August,Friday
13793,Greater Mumbai,2013-11-26,Signature,Grocery,Female,238531, India,November,Tuesday
13794,Ahmedabad,2014-07-28,Signature,Fuel,Male,246011, India,July,Monday
13795,Bengaluru,2015-04-07,Gold,Bills,Male,277829, India,April,Tuesday
13796,Greater Mumbai,2015-01-14,Gold,Entertainment,Female,255423, India,January,Wednesday
13797,Delhi,2014-10-23,Signature,Food,Female,95780, India,October,Thursday
13798,Delhi,2015-05-20,Signature,Fuel,Female,253725, India,May,Wednesday
13799,Greater Mumbai,2013-10-23,Gold,Food,Male,136328, India,October,Wednesday
13800,Bengaluru,2014-01-11,Gold,Food,Male,204030, India,January,Saturday
13801,Ahmedabad,2015-02-28,Platinum,Food,Male,147690, India,February,Saturday
13802,Ahmedabad,2015-02-24,Gold,Entertainment,Female,1177, India,February,Tuesday
13803,Greater Mumbai,2014-11-18,Gold,Grocery,Male,234410, India,November,Tuesday
13804,Bengaluru,2014-02-01,Signature,Food,Male,31365, India,February,Saturday
13805,Delhi,2014-05-06,Signature,Entertainment,Female,78630, India,May,Tuesday
13806,Greater Mumbai,2013-11-30,Signature,Bills,Male,225366, India,November,Saturday
13807,Bengaluru,2013-11-08,Silver,Grocery,Female,129021, India,November,Friday
13808,Delhi,2013-12-18,Signature,Grocery,Male,181924, India,December,Wednesday
13809,Ahmedabad,2013-11-24,Platinum,Bills,Female,100600, India,November,Sunday
13810,Bengaluru,2015-02-24,Silver,Grocery,Female,238303, India,February,Tuesday
13811,Greater Mumbai,2014-12-30,Silver,Grocery,Female,19235, India,December,Tuesday
13812,Bengaluru,2015-03-24,Platinum,Bills,Male,56304, India,March,Tuesday
13813,Ahmedabad,2014-10-16,Silver,Fuel,Female,75739, India,October,Thursday
13814,Bengaluru,2015-05-06,Signature,Food,Female,137304, India,May,Wednesday
13815,Delhi,2014-12-21,Platinum,Grocery,Female,273421, India,December,Sunday
13816,Greater Mumbai,2014-11-10,Platinum,Entertainment,Male,19457, India,November,Monday
13817,Greater Mumbai,2015-05-02,Silver,Fuel,Female,265522, India,May,Saturday
13818,Greater Mumbai,2015-04-25,Platinum,Food,Female,216660, India,April,Saturday
13819,Delhi,2014-10-13,Signature,Entertainment,Male,145630, India,October,Monday
13820,Delhi,2014-03-19,Platinum,Entertainment,Male,245670, India,March,Wednesday
13821,Bengaluru,2015-03-29,Silver,Fuel,Female,113583, India,March,Sunday
13822,Greater Mumbai,2014-08-31,Platinum,Grocery,Female,214638, India,August,Sunday
13823,Delhi,2015-02-20,Signature,Grocery,Male,85700, India,February,Friday
13824,Delhi,2015-01-06,Gold,Food,Female,16854, India,January,Tuesday
13825,Greater Mumbai,2014-04-06,Signature,Entertainment,Male,187629, India,April,Sunday
13826,Greater Mumbai,2015-04-06,Gold,Food,Male,46573, India,April,Monday
13827,Bengaluru,2014-04-09,Gold,Bills,Female,40906, India,April,Wednesday
13828,Greater Mumbai,2014-04-13,Silver,Fuel,Male,108182, India,April,Sunday
13829,Ahmedabad,2015-01-03,Signature,Grocery,Female,215409, India,January,Saturday
13830,Ahmedabad,2014-12-01,Silver,Food,Female,4545, India,December,Monday
13831,Delhi,2013-10-06,Gold,Food,Male,189094, India,October,Sunday
13832,Greater Mumbai,2014-01-12,Signature,Entertainment,Female,129313, India,January,Sunday
13833,Bengaluru,2014-02-05,Silver,Food,Male,137486, India,February,Wednesday
13834,Bengaluru,2014-07-08,Silver,Entertainment,Male,44792, India,July,Tuesday
13835,Bengaluru,2014-10-27,Platinum,Grocery,Male,1720, India,October,Monday
13836,Ahmedabad,2015-03-28,Platinum,Food,Female,242958, India,March,Saturday
13837,Bengaluru,2015-01-24,Signature,Food,Male,199697, India,January,Saturday
13838,Greater Mumbai,2014-04-11,Platinum,Fuel,Male,144736, India,April,Friday
13839,Ahmedabad,2013-12-27,Platinum,Bills,Female,21481, India,December,Friday
13840,Delhi,2013-10-22,Gold,Food,Female,77358, India,October,Tuesday
13841,Bengaluru,2014-02-02,Gold,Grocery,Male,252642, India,February,Sunday
13842,Bengaluru,2013-10-18,Silver,Bills,Female,53610, India,October,Friday
13843,Bengaluru,2014-02-21,Platinum,Food,Female,65390, India,February,Friday
13844,Delhi,2014-05-29,Silver,Bills,Male,15864, India,May,Thursday
13845,Ahmedabad,2013-10-31,Silver,Entertainment,Female,60856, India,October,Thursday
13846,Ahmedabad,2013-11-08,Platinum,Grocery,Female,201942, India,November,Friday
13847,Ahmedabad,2014-09-02,Silver,Entertainment,Male,201401, India,September,Tuesday
13848,Greater Mumbai,2015-02-02,Platinum,Grocery,Female,153391, India,February,Monday
13849,Ahmedabad,2015-03-20,Silver,Grocery,Male,96936, India,March,Friday
13850,Ahmedabad,2014-11-26,Platinum,Food,Male,183406, India,November,Wednesday
13851,Delhi,2014-02-27,Signature,Grocery,Female,176845, India,February,Thursday
13852,Ahmedabad,2014-04-06,Silver,Food,Male,110211, India,April,Sunday
13853,Ahmedabad,2015-02-25,Signature,Fuel,Male,261056, India,February,Wednesday
13854,Delhi,2014-12-10,Gold,Fuel,Female,135581, India,December,Wednesday
13855,Ahmedabad,2014-08-14,Silver,Entertainment,Male,257433, India,August,Thursday
13856,Bengaluru,2014-04-23,Platinum,Grocery,Male,173285, India,April,Wednesday
13857,Bengaluru,2014-01-31,Signature,Fuel,Female,157375, India,January,Friday
13858,Delhi,2014-08-23,Gold,Bills,Female,118053, India,August,Saturday
13859,Delhi,2014-09-22,Gold,Bills,Female,138275, India,September,Monday
13860,Delhi,2014-12-23,Gold,Grocery,Female,107431, India,December,Tuesday
13861,Ahmedabad,2014-04-28,Platinum,Grocery,Female,145721, India,April,Monday
13862,Delhi,2013-11-18,Platinum,Food,Female,294490, India,November,Monday
13863,Ahmedabad,2014-01-19,Platinum,Entertainment,Female,80279, India,January,Sunday
13864,Ahmedabad,2014-04-30,Platinum,Fuel,Male,86491, India,April,Wednesday
13865,Greater Mumbai,2015-02-14,Signature,Entertainment,Male,296257, India,February,Saturday
13866,Delhi,2015-04-28,Signature,Fuel,Male,270753, India,April,Tuesday
13867,Delhi,2013-10-20,Silver,Grocery,Male,85901, India,October,Sunday
13868,Greater Mumbai,2014-01-13,Silver,Bills,Female,260527, India,January,Monday
13869,Bengaluru,2014-01-17,Gold,Food,Male,60628, India,January,Friday
13870,Bengaluru,2014-06-23,Gold,Food,Male,125306, India,June,Monday
13871,Bengaluru,2013-12-05,Signature,Food,Female,148974, India,December,Thursday
13872,Bengaluru,2014-02-26,Signature,Bills,Male,191089, India,February,Wednesday
13873,Ahmedabad,2014-03-12,Platinum,Bills,Female,251877, India,March,Wednesday
13874,Greater Mumbai,2014-06-28,Platinum,Entertainment,Male,125616, India,June,Saturday
13875,Greater Mumbai,2014-12-31,Silver,Entertainment,Male,217359, India,December,Wednesday
13876,Delhi,2014-08-12,Gold,Grocery,Male,140577, India,August,Tuesday
13877,Delhi,2014-04-23,Platinum,Grocery,Male,271327, India,April,Wednesday
13878,Bengaluru,2014-02-22,Gold,Fuel,Male,87135, India,February,Saturday
13879,Greater Mumbai,2013-10-10,Gold,Bills,Female,253796, India,October,Thursday
13880,Ahmedabad,2014-08-20,Platinum,Bills,Male,31605, India,August,Wednesday
13881,Delhi,2015-04-17,Silver,Grocery,Female,66260, India,April,Friday
13882,Ahmedabad,2014-08-17,Gold,Grocery,Female,21970, India,August,Sunday
13883,Bengaluru,2014-07-29,Platinum,Fuel,Male,274669, India,July,Tuesday
13884,Ahmedabad,2013-12-14,Signature,Food,Male,210306, India,December,Saturday
13885,Bengaluru,2014-10-16,Platinum,Entertainment,Male,64257, India,October,Thursday
13886,Bengaluru,2013-10-26,Signature,Fuel,Female,129356, India,October,Saturday
13887,Ahmedabad,2014-09-11,Signature,Entertainment,Female,287466, India,September,Thursday
13888,Ahmedabad,2015-04-09,Platinum,Fuel,Female,182285, India,April,Thursday
13889,Greater Mumbai,2014-05-19,Gold,Food,Female,208112, India,May,Monday
13890,Bengaluru,2014-03-17,Gold,Grocery,Female,117127, India,March,Monday
13891,Ahmedabad,2014-03-02,Silver,Grocery,Male,3388, India,March,Sunday
13892,Ahmedabad,2015-03-03,Platinum,Fuel,Female,83519, India,March,Tuesday
13893,Delhi,2015-04-01,Platinum,Entertainment,Female,260275, India,April,Wednesday
13894,Delhi,2013-12-05,Gold,Bills,Female,236930, India,December,Thursday
13895,Ahmedabad,2015-04-15,Signature,Fuel,Female,112301, India,April,Wednesday
13896,Delhi,2014-11-13,Silver,Entertainment,Male,211530, India,November,Thursday
13897,Delhi,2014-04-28,Signature,Grocery,Male,11927, India,April,Monday
13898,Bengaluru,2014-10-28,Platinum,Entertainment,Male,215500, India,October,Tuesday
13899,Ahmedabad,2014-12-30,Gold,Food,Female,22594, India,December,Tuesday
13900,Ahmedabad,2014-01-03,Signature,Food,Male,267136, India,January,Friday
13901,Greater Mumbai,2014-12-28,Silver,Grocery,Female,287870, India,December,Sunday
13902,Delhi,2013-11-09,Silver,Bills,Female,195444, India,November,Saturday
13903,Delhi,2014-07-31,Gold,Fuel,Female,68847, India,July,Thursday
13904,Ahmedabad,2015-02-02,Platinum,Grocery,Female,246766, India,February,Monday
13905,Ahmedabad,2015-04-21,Platinum,Fuel,Male,286352, India,April,Tuesday
13906,Bengaluru,2014-02-16,Platinum,Bills,Male,263729, India,February,Sunday
13907,Ahmedabad,2014-07-06,Signature,Grocery,Female,134904, India,July,Sunday
13908,Bengaluru,2013-11-04,Silver,Grocery,Female,209526, India,November,Monday
13909,Greater Mumbai,2014-08-20,Gold,Entertainment,Male,182373, India,August,Wednesday
13910,Bengaluru,2013-10-26,Silver,Food,Female,213072, India,October,Saturday
13911,Delhi,2014-04-14,Silver,Grocery,Female,145769, India,April,Monday
13912,Bengaluru,2013-12-10,Platinum,Food,Male,177378, India,December,Tuesday
13913,Bengaluru,2014-04-03,Signature,Grocery,Female,30957, India,April,Thursday
13914,Delhi,2014-08-15,Signature,Grocery,Female,293794, India,August,Friday
13915,Ahmedabad,2015-03-18,Gold,Grocery,Female,128171, India,March,Wednesday
13916,Greater Mumbai,2015-05-10,Platinum,Entertainment,Female,16887, India,May,Sunday
13917,Delhi,2014-04-04,Gold,Fuel,Male,80596, India,April,Friday
13918,Delhi,2015-05-15,Signature,Grocery,Female,18179, India,May,Friday
13919,Delhi,2014-08-12,Signature,Entertainment,Female,231765, India,August,Tuesday
13920,Bengaluru,2014-06-22,Platinum,Bills,Male,82622, India,June,Sunday
13921,Ahmedabad,2015-03-12,Platinum,Fuel,Female,257634, India,March,Thursday
13922,Delhi,2014-03-30,Gold,Bills,Female,182038, India,March,Sunday
13923,Bengaluru,2013-10-14,Gold,Entertainment,Male,151491, India,October,Monday
13924,Greater Mumbai,2014-04-25,Gold,Fuel,Male,222834, India,April,Friday
13925,Delhi,2014-06-29,Gold,Grocery,Female,248672, India,June,Sunday
13926,Bengaluru,2015-04-28,Gold,Grocery,Female,294735, India,April,Tuesday
13927,Delhi,2015-01-04,Silver,Grocery,Female,110292, India,January,Sunday
13928,Greater Mumbai,2014-03-12,Silver,Food,Female,252899, India,March,Wednesday
13929,Ahmedabad,2014-03-17,Gold,Bills,Female,113949, India,March,Monday
13930,Delhi,2014-05-29,Silver,Food,Female,171649, India,May,Thursday
13931,Ahmedabad,2014-07-12,Silver,Food,Male,284783, India,July,Saturday
13932,Greater Mumbai,2013-10-28,Platinum,Bills,Female,183120, India,October,Monday
13933,Delhi,2015-01-14,Platinum,Bills,Female,175815, India,January,Wednesday
13934,Bengaluru,2014-05-24,Gold,Grocery,Female,32498, India,May,Saturday
13935,Greater Mumbai,2014-11-29,Gold,Food,Male,152992, India,November,Saturday
13936,Delhi,2015-01-10,Silver,Fuel,Female,253779, India,January,Saturday
13937,Bengaluru,2015-05-10,Signature,Entertainment,Male,98209, India,May,Sunday
13938,Ahmedabad,2014-01-25,Gold,Entertainment,Male,164145, India,January,Saturday
13939,Greater Mumbai,2015-05-01,Signature,Food,Female,216363, India,May,Friday
13940,Ahmedabad,2014-01-21,Platinum,Food,Male,133966, India,January,Tuesday
13941,Ahmedabad,2014-03-25,Platinum,Bills,Male,299967, India,March,Tuesday
13942,Greater Mumbai,2015-03-05,Silver,Food,Female,21882, India,March,Thursday
13943,Ahmedabad,2014-08-24,Platinum,Bills,Female,41291, India,August,Sunday
13944,Ahmedabad,2014-12-29,Gold,Fuel,Female,72521, India,December,Monday
13945,Ahmedabad,2014-03-05,Gold,Fuel,Male,267686, India,March,Wednesday
13946,Ahmedabad,2014-05-02,Gold,Food,Female,59880, India,May,Friday
13947,Greater Mumbai,2014-02-07,Gold,Food,Female,216275, India,February,Friday
13948,Delhi,2015-01-06,Signature,Food,Male,102077, India,January,Tuesday
13949,Delhi,2015-02-23,Platinum,Grocery,Female,25569, India,February,Monday
13950,Ahmedabad,2014-11-09,Gold,Entertainment,Female,54792, India,November,Sunday
13951,Delhi,2015-02-01,Signature,Food,Male,296794, India,February,Sunday
13952,Delhi,2014-01-10,Gold,Grocery,Male,169362, India,January,Friday
13953,Ahmedabad,2013-10-22,Signature,Entertainment,Male,173612, India,October,Tuesday
13954,Delhi,2014-01-25,Silver,Food,Male,260332, India,January,Saturday
13955,Bengaluru,2015-02-10,Signature,Grocery,Male,239254, India,February,Tuesday
13956,Greater Mumbai,2014-04-14,Signature,Entertainment,Female,18024, India,April,Monday
13957,Greater Mumbai,2014-02-15,Gold,Fuel,Male,240303, India,February,Saturday
13958,Greater Mumbai,2015-01-09,Signature,Bills,Male,235170, India,January,Friday
13959,Greater Mumbai,2014-10-16,Signature,Food,Male,260560, India,October,Thursday
13960,Bengaluru,2014-04-01,Silver,Entertainment,Female,172789, India,April,Tuesday
13961,Greater Mumbai,2014-03-12,Silver,Bills,Female,234177, India,March,Wednesday
13962,Bengaluru,2014-10-15,Gold,Food,Male,188137, India,October,Wednesday
13963,Greater Mumbai,2015-03-16,Platinum,Entertainment,Male,286556, India,March,Monday
13964,Ahmedabad,2014-01-30,Signature,Bills,Male,24098, India,January,Thursday
13965,Bengaluru,2013-12-14,Signature,Food,Female,273432, India,December,Saturday
13966,Delhi,2015-04-01,Platinum,Bills,Female,72324, India,April,Wednesday
13967,Greater Mumbai,2014-10-22,Silver,Fuel,Male,77705, India,October,Wednesday
13968,Greater Mumbai,2014-04-12,Silver,Entertainment,Male,223522, India,April,Saturday
13969,Greater Mumbai,2014-02-23,Signature,Fuel,Male,80173, India,February,Sunday
13970,Bengaluru,2014-12-14,Platinum,Fuel,Female,270690, India,December,Sunday
13971,Ahmedabad,2014-07-24,Silver,Bills,Female,201320, India,July,Thursday
13972,Ahmedabad,2015-03-25,Gold,Bills,Male,168152, India,March,Wednesday
13973,Ahmedabad,2015-05-01,Signature,Grocery,Male,76701, India,May,Friday
13974,Bengaluru,2013-11-18,Silver,Entertainment,Female,209652, India,November,Monday
13975,Ahmedabad,2014-04-24,Platinum,Bills,Male,290644, India,April,Thursday
13976,Bengaluru,2014-12-16,Signature,Food,Male,268584, India,December,Tuesday
13977,Delhi,2014-02-04,Gold,Food,Male,247574, India,February,Tuesday
13978,Greater Mumbai,2013-10-11,Platinum,Fuel,Female,231743, India,October,Friday
13979,Greater Mumbai,2013-11-28,Signature,Fuel,Female,127292, India,November,Thursday
13980,Bengaluru,2014-12-14,Silver,Food,Male,261308, India,December,Sunday
13981,Bengaluru,2015-02-22,Platinum,Grocery,Female,199853, India,February,Sunday
13982,Ahmedabad,2014-04-29,Silver,Food,Female,258228, India,April,Tuesday
13983,Bengaluru,2014-06-21,Silver,Food,Female,208641, India,June,Saturday
13984,Bengaluru,2014-07-16,Platinum,Entertainment,Female,147265, India,July,Wednesday
13985,Delhi,2015-02-10,Platinum,Fuel,Male,168249, India,February,Tuesday
13986,Greater Mumbai,2013-10-25,Signature,Fuel,Male,257510, India,October,Friday
13987,Bengaluru,2014-04-05,Gold,Bills,Male,80718, India,April,Saturday
13988,Ahmedabad,2013-12-15,Silver,Fuel,Female,259517, India,December,Sunday
13989,Ahmedabad,2015-03-04,Signature,Grocery,Female,184080, India,March,Wednesday
13990,Bengaluru,2014-09-08,Signature,Grocery,Female,208547, India,September,Monday
13991,Bengaluru,2014-06-18,Platinum,Food,Male,221240, India,June,Wednesday
13992,Bengaluru,2014-10-16,Gold,Food,Female,269761, India,October,Thursday
13993,Ahmedabad,2014-04-10,Silver,Grocery,Female,209922, India,April,Thursday
13994,Bengaluru,2014-06-14,Platinum,Entertainment,Female,119153, India,June,Saturday
13995,Greater Mumbai,2014-12-28,Silver,Food,Male,180317, India,December,Sunday
13996,Markapur,2014-04-22,Gold,Food,Male,187847, India,April,Tuesday
13997,Mavoor,2013-10-20,Platinum,Food,Female,135496, India,October,Sunday
13998,Sillod,2014-12-12,Platinum,Food,Male,78130, India,December,Friday
13999,Nainital,2014-02-09,Gold,Grocery,Male,181531, India,February,Sunday
14000,Laharpur,2014-01-30,Silver,Food,Male,104675, India,January,Thursday
14001,Shenkottai,2014-11-25,Silver,Fuel,Male,119201, India,November,Tuesday
14002,Neyveli (TS),2014-12-11,Gold,Fuel,Male,88964, India,December,Thursday
14003,Kapadvanj,2014-05-10,Silver,Food,Male,48533, India,May,Saturday
